video,records,frames,danger_records,danger_record_pct,danger_frames,danger_frame_pct,mean_crs,mean_proj_crs,mean_frame_max_crs,mean_frame_max_proj_crs,mean_positive_crr
scen_b,3,1,3,100.0,1,100.0,1.0,0.6793333333333332,1.0,0.7912,54.4
