frame,zone_name,zone_id,count,density,d_norm,s_norm,c_norm,crs,risk,factor,gate_summary,proj_crs,crr,resource_status
553,Central Zone,1,704,11.733,1.0,0.5761,0.0503,0.6875,WARNING,DENSITY,Gate-2:OPEN[MEDIUM] | Gate-3:OPEN[LOW],0.3901,43.3,STRAINED
553,Exit Zone,2,295,7.375,1.0,0.5761,0.0503,0.6875,WARNING,DENSITY,Gate-3:OPEN[MEDIUM] | Gate-4:OPEN[LOW],0.3901,43.3,STRAINED
565,Entry Zone,0,43,1.075,0.1536,0.601,0.16,0.2704,SAFE,SPEED,Gate-1:HOLD[LOW] | Gate-2:HOLD[LOW],0.2594,4.1,STRAINED
565,Central Zone,1,677,11.283,1.0,0.601,0.16,0.6946,WARNING,DENSITY,Gate-2:OPEN[MEDIUM] | Gate-3:OPEN[LOW],0.4159,40.1,STRAINED
565,Exit Zone,2,317,7.925,1.0,0.601,0.16,0.6946,WARNING,DENSITY,Gate-3:OPEN[MEDIUM] | Gate-4:OPEN[LOW],0.4159,40.1,STRAINED
577,Entry Zone,0,45,1.125,0.1607,0.7957,0.197,0.3277,SAFE,SPEED,Gate-1:HOLD[LOW] | Gate-2:HOLD[LOW],0.3138,4.2,STRAINED
577,Central Zone,1,671,11.183,1.0,0.7957,0.197,0.5723,WARNING,DENSITY,Gate-2:OPEN[MEDIUM] | Gate-3:OPEN[LOW],0.4112,28.1,STRAINED
577,Exit Zone,2,293,7.325,1.0,0.7957,0.197,0.5723,WARNING,DENSITY,Gate-3:OPEN[MEDIUM] | Gate-4:OPEN[LOW],0.4112,28.1,STRAINED
589,Entry Zone,0,47,1.175,0.1679,1.0,0.0955,0.3472,SAFE,SPEED,Gate-1:HOLD[LOW] | Gate-2:HOLD[LOW],0.3327,4.2,STRAINED
589,Central Zone,1,601,10.017,1.0,1.0,0.0955,0.4786,WARNING,DENSITY,Gate-2:OPEN[MEDIUM] | Gate-3:OPEN[LOW],0.3862,19.3,STRAINED
589,Exit Zone,2,337,8.425,1.0,1.0,0.0955,0.4786,WARNING,DENSITY,Gate-3:OPEN[MEDIUM] | Gate-4:OPEN[LOW],0.3862,19.3,STRAINED
601,Entry Zone,0,54,1.35,0.1929,1.0,0.41,0.4443,WARNING,SPEED,Gate-1:CLOSE[MEDIUM] | Gate-2:HOLD[LOW],0.3099,30.2,CRITICAL
601,Central Zone,1,567,9.45,1.0,1.0,0.41,0.573,WARNING,DENSITY,Gate-2:OPEN[MEDIUM] | Gate-3:OPEN[LOW],0.4711,17.8,CRITICAL
601,Exit Zone,2,304,7.6,1.0,1.0,0.41,0.573,WARNING,DENSITY,Gate-3:OPEN[MEDIUM] | Gate-4:OPEN[LOW],0.4711,17.8,CRITICAL
613,Entry Zone,0,76,1.9,0.2714,1.0,0.4772,0.473,WARNING,SPEED,Gate-1:CLOSE[MEDIUM] | Gate-2:HOLD[LOW],0.3438,27.3,CRITICAL
613,Central Zone,1,531,8.85,1.0,1.0,0.4772,0.5931,WARNING,DENSITY,Gate-2:OPEN[MEDIUM] | Gate-3:OPEN[LOW],0.4892,17.5,CRITICAL
613,Exit Zone,2,310,7.75,1.0,1.0,0.4772,0.5931,WARNING,DENSITY,Gate-3:OPEN[MEDIUM] | Gate-4:OPEN[LOW],0.4892,17.5,CRITICAL
625,Entry Zone,0,36,0.9,0.1286,1.0,0.4293,0.4432,WARNING,SPEED,Gate-1:CLOSE[MEDIUM] | Gate-2:HOLD[LOW],0.3006,32.2,CRITICAL
625,Central Zone,1,526,8.767,1.0,1.0,0.4293,0.5788,WARNING,DENSITY,Gate-2:OPEN[MEDIUM] | Gate-3:OPEN[LOW],0.4763,17.7,CRITICAL
625,Exit Zone,2,315,7.875,1.0,1.0,0.4293,0.5788,WARNING,DENSITY,Gate-3:OPEN[MEDIUM] | Gate-4:OPEN[LOW],0.4763,17.7,CRITICAL
637,Entry Zone,0,47,1.175,0.1679,1.0,0.2273,0.3868,WARNING,SPEED,Gate-1:CLOSE[MEDIUM] | Gate-2:HOLD[LOW],0.2606,32.6,CRITICAL
637,Central Zone,1,513,8.55,1.0,1.0,0.2273,0.5182,WARNING,DENSITY,Gate-2:OPEN[MEDIUM] | Gate-3:OPEN[LOW],0.4218,18.6,CRITICAL
637,Exit Zone,2,371,9.275,1.0,1.0,0.2273,0.5182,WARNING,DENSITY,Gate-3:OPEN[MEDIUM] | Gate-4:OPEN[LOW],0.4218,18.6,CRITICAL
